IDs	Symbols
100041870	Gm3556
100041874	Gm3558
100041877	LOC100041877
100041879	Gm3561
100041882	Gm13094
100041883	Gm3563
100041886	Gm3565
100041890	Defa32
100041892	Vmn2r-ps102
100041895	Defa37
100041897	Gm20890
100041900	Gm13526
100041903	LOC100041903
100041907	Gm3571
100041910	Gm3573
100041912	Gm15226
100041913	Gm20891
100041915	Vmn2r-ps104
100041918	Gm13529
100041922	Gm20892
100041923	Gm13728
100041925	Gm14586
100041926	Gm15393
100041927	Gm3577
100041931	Gm13403
100041932	Gm3579
100041934	Gm20893
100041938	Vmn2r-ps106
100041942	Gm3584
100041947	Vmn2r-ps108
100041948	Gm9800
100041949	Gm3585
100041951	Gm3587
100041952	Defa34
100041953	Sap18b
100041958	Gm3591
100041960	9230110K08Rik
100041964	Gm3594
100041965	Oaz1-ps
100041966	Gm20894
100041968	Gm3596
100041971	Gm3598
100041973	Gm20895
100041979	Gm3604
100041981	Gm3605
100041985	Gm3608
100041986	Gm3609
100041987	Gm20896
100041989	Gm3589
100041990	Gm13259
100041994	Gm12307
100041998	Gm3616
100041999	Gm3617
100042000	Gm3618
100042001	Gm14750
100042004	Gm3619
100042006	Gm3621
100042008	Gm9794
100042009	Gm3623
100042012	Gm20897
100042013	Gm20898
100042014	Gm3625
100042017	Gm11341
100042018	Gm3627
100042019	LOC100042019
100042023	Gm10193
100042024	Gm3629
100042025	Gapdh-ps15
100042027	Gm3631
100042031	Gm3633
100042035	Gm12038
100042036	Gm11728
100042038	Gm13740
100042039	Vmn2r-ps42
100042040	Gm3635
100042041	Gm15164
100042045	Gm3637
100042049	Gm15421
100042054	Gm3194
100042055	Gm10377
100042056	9130019P16Rik
100042057	Gm3643
100042058	Gm20900
100042060	Gm3644
100042062	Gm15165
100042065	Gm3646
100042067	Rpl17-ps5
100042069	Gm15210
100042071	Gm15432
100042074	Gm3650
100042076	Gm13742
100042077	Gm10251
100042079	Gm20901
100042080	Gm20902
100042081	Gm12046
100042083	Gm3654
100042087	Gm3657
100042091	Rpl28-ps2
100042094	Rps27a-ps1
100042096	Gm3665
100042098	Gm14825
100042100	Gm3667
100042101	Gm3668
100042103	Gm3669
100042107	Gm3671
100042109	Gm10488
100042110	Gm20903
100042113	Gm3675
100042114	Gm3676
100042118	Gm3678
100042122	Gm3681
100042125	Gm15535
100042126	Gm3683
100042129	Gm3685
100042130	Gm10376
100042132	Gm12371
100042133	Gm3687
100042139	Gm3690
100042143	Gm3693
100042144	Gm14632
100042146	Rpsa-ps3
100042148	Gm3695
100042149	Gm3696
100042150	Nrg2
100042159	Btbd35f16
100042163	Gm3702
100042165	BC005561
100042166	Gm3704
100042168	Btbd35f3
100042171	Gm10161
100042172	Vmn2r-ps149
100042173	Rps15a-ps6
100042174	Gm12882
100042175	Gm10230
100042178	Gm13111
100042179	Gm9803
100042180	Gm11353
100042182	Gm16434
100042185	Gm14349
100042188	Gm3711
100042189	Gm3712
100042192	Gm3715
100042194	Gm13446
100042195	Gm20905
100042198	Gm3716
100042201	Gm20906
100042202	Gm3718
100042203	Gm3719
100042204	Gm3720
100042211	Gm3724
100042214	Gm3726
100042217	Gm3727
100042218	Gm3728
100042225	Vmn2r-ps130
100042226	Gm3734
100042235	Gm3739
100042237	Gm3740
100042239	Gm3742
100042241	Gm3744
100042242	Gm3745
100042244	Gm9836
100042248	Gm3748
100042251	Gm3749
100042253	Gm10043
100042254	Btbd35f4
100042256	Gm12063
100042258	Gm3752
100042263	Gm3755
100042265	Gm9790
100042266	Gm3756
100042267	Gm3757
100042268	Gm20907
100042272	Gm3760
100042275	Btbd35f27
100042277	Gm3764
100042278	Gm3765
100042279	Gm20908
100042282	Gm12665
100042291	Gm3772
100042293	Gm3774
100042294	Gm3775
100042295	Gm3776
100042299	Gm3778
100042304	Gm38418
100042305	Gm12396
100042311	Gm3785
100042312	Gm10128
100042313	Gm3786
100042314	Gm10639
100042318	Gm3787
100042319	Gm3788
100042321	Gm20909
100042324	Gm14815
100042325	Gm3791
100042327	Gm3793
100042332	2810410L24Rik
100042335	Rps15a-ps5
100042337	Gm20910
100042342	Gm10375
100042347	Gm3800
100042348	Gm10221
100042349	Gm10359
100042350	Gm14766
100042355	Gm10705
100042357	Gm20911
100042363	Rpl35a-ps2
100042364	Gm3805
100042367	Gm12074
100042371	Gm3807
100042372	Trav2
100042374	Gm15504
100042375	Gm3809
100042377	Gm3810
100042384	Trav4-1
100042385	Gm3815
100042386	Gm3816
100042388	Gm11361
100042391	Gm20912
100042392	Gm3820
100042393	Gm3821
100042394	Gm3822
100042395	Gm20913
100042401	Gm20914
100042403	Gm3828
100042404	Gm3829
100042405	Gm10282
100042408	Gm3830
100042409	Gm20915
100042410	Trav7d-2
100042411	Gm3831
100042415	Mnd1-ps
100042416	D830025C05Rik
100042417	Gm20916
100042419	Trav7d-3
100042421	Gm3835
100042423	Gm3836
100042424	Pdcd5-ps
100042426	Gm3838
100042427	Gm3839
100042428	Gm20917
100042431	Gm3841
100042434	Gm3844
100042435	Gm20918
100042437	Vmn1r79
100042440	Gm20919
100042441	Gm3848
100042442	Gm10105
100042443	Gm20920
100042444	Trav6d-6
100042446	Vmn1r-ps65
100042447	Gm3851
100042448	Gm12623
100042450	Smim17
100042453	Gm3852
100042457	Gm3853
100042458	Gm15478
100042465	Gm3858
100042466	Gm10601
100042469	Gm12104
100042470	Trav3d-2
100042471	Gm3861
100042472	Gm10600
100042475	Gm20921
100042479	Trav4d-3
100042480	Nhsl2
100042484	4732419C18Rik
100042485	Gm3867
100042493	Ccl21b
100042497	Gm3871
100042498	Mir22hg
100042499	Vmn2r55
100042503	Gm3873
100042507	Gm3875
100042509	Gm20923
100042510	Gm3877
100042512	Gm20924
100042513	Gm3878
100042514	Sprr2a3
100042516	Gm3880
100042517	Gm3881
100042519	Gm3883
100042524	Gm13303
100042529	Gm3888
100042530	Gm3889
100042533	Gm11578
100042534	Gm3890
100042536	Gm3892
100042537	Gm20925
100042539	Gm3893
100042542	Gm12007
100042543	Gm3895
100042545	Gm3896
100042547	Gm3897
100042548	Gm3898
100042550	Gm20926
100042554	Gm3902
100042555	Gm13305
100042557	Gm10086
100042560	Trav11n
100042561	Gm10177
100042563	Gm20927
100042565	Gm20928
100042566	Gm11591
100042567	Gm3905
100042568	Trav13n-1
100042570	Gm16439
100042571	Gm3907
100042574	Trav3n-2
100042577	Gm3912
100042578	Gm20929
100042579	Trav4n-3
100042580	Rpsa-ps6
100042583	Gm10268
100042584	Gm16523
100042585	Gm20930
100042588	Gm3916
100042591	Vmn2r31
100042593	Trav13n-2
100042594	Gm20931
100042597	Gm3919
100042601	Gm3922
100042603	Gm3924
100042604	Gm13453
100042605	Rbakdn
100042606	Gm3926
100042607	Trav4n-4
100042609	Gm3927
100042610	Gm3928
100042614	Trav5n-4
100042615	Gm3931
100042619	Gm20932
100042621	Gm10904
100042622	Gm9795
100042623	Gm3933
100042624	Sult2a-ps1
100042625	Gstp-ps
100042633	Gm3939
100042634	Gm3940
100042636	Vmn2r34
100042639	Gm3942
100042640	Gm3943
100042641	Gm3944
100042642	Gm3945
100042643	Gm3946
100042644	Gm12013
100042648	Gm3948
100042649	Gm20933
100042650	Gm10095
100042651	Tubb4b-ps1
100042653	Vmn2r36
100042659	Gm3952
100042660	Gm3953
100042661	Gm13478
100042662	Vmn2r-ps49
100042663	1700003E24Rik
100042669	Gm20934
100042670	Rpl28-ps1
100042671	Gm15335
100042673	Gm3956
100042674	Gm11197
100042677	Obox4-ps8
100042678	Gm3960
100042679	Gm16386
100042680	Gm3961
100042681	Gm3962
100042682	Gm20935
100042683	Gm3963
100042685	Obox4-ps9
100042688	Gm10302
100042689	Gm20936
100042690	Gm13769
100042691	Obox4-ps11
100042693	Gm3970
100042695	Gm3972
100042697	Gm11200
100042698	Gm3973
100042702	Obox4-ps12
100042703	Gm3978
100042707	Obox4-ps13
100042708	Gm12027
100042709	Gm20937
100042711	Obox4-ps14
100042712	Gm3982
100042714	Obox4-ps15
100042715	Gm3985
100042717	Obox4-ps16
100042719	Gm13509
100042721	Obox4-ps17
100042727	Gm3993
100042728	Obox4-ps18
100042731	Obox4-ps19
100042734	Gm10073
100042735	Obox4-ps20
100042739	Obox4-ps21
100042740	Rpl31-ps9
100042742	Obox4-ps22
100042744	Gm15458
100042745	Gm15790
100042746	Gm12033
100042753	Obox4-ps27
100042754	Gm4011
100042755	Gm4012
100042756	Obox4-ps28
100042757	Gm4013
100042758	Obox4-ps29
100042761	Gm10697
100042762	Obox4-ps30
100042763	Gm4017
100042765	Obox4-ps31
100042767	Gm16415
100042770	Gm4022
100042771	Obox4-ps33
100042772	Gm14881
100042773	Tmed10-ps
100042775	Gm4026
100042776	Gm4027
100042777	Gm10131
100042781	Vmn2r40
100042782	Fthl17d
100042784	Prdm11
100042785	Cldn25-ps
100042786	Gm16381
100042788	Gm4032
100042791	Rps18-ps3
100042792	Gm4034
100042793	Gm15234
100042794	Gm4035
100042795	2810047C21Rik2
100042796	Gm4036
100042797	Gm4037
100042799	Gm12286
100042801	Gm15264
100042802	AI463229
100042806	Gm4042
100042807	Eif3j2
100042810	Vmn2r45
100042811	Mrps36-ps2
100042812	Rps26-ps1
100042814	Apol7d
100042816	Gm4045
100042819	Gm4047
100042823	Rpl9-ps6
100042824	Rpl35a-ps6
100042827	Gm12052
100042828	Gm4052
100042831	Gm14868
100042832	Rpl9-ps4
100042834	Gm4055
100042836	Gm4057
100042837	Gm15644
100042840	H2al2b
100042841	Gm4059
100042843	Gm13798
100042846	Gm12057
100042848	Vmn2r41
100042849	Gm4064
100042850	Gm4065
100042851	Gm4066
100042855	Gm10267
100042856	Gm4070
100042859	Gm4073
100042862	Gm4076
100042864	Gm10263
100042866	Rps25-ps1
100042869	Gm4081
100042871	Gm4083
100042872	Gm10112
100042874	Gm10256
100042875	Gm12059
100042880	Rpl17-ps10
100042881	Gm10352
100042886	Gm13806
100042889	C920021L13Rik
100042891	Vmn2r47
100042894	Vmn2r46
100042898	Gm4097
100042899	Gm4098
100042900	Gm10540
100042903	Gm4101
100042904	Gm15318
100042907	Gm13811
100042912	Gm10489
100042914	Gm4105
100042915	Gm4106
100042916	Gm4107
100042918	Uqcrh-ps1
100042921	Vmn2r51
100042922	H2al1a
100042925	Gm4111
100042926	Gm13546
100042927	H2al1b
100042929	H2al1c
100042931	H2al1d
100042932	Gm14813
100042936	Gm4115
100042937	Gm4116
100042939	H2al1f
100042940	Gm4117
100042941	Gm4118
100042943	H2al1g
100042944	H2al1h
100042945	Gm4120
100042946	H2al1i
100042947	Gm14816
100042948	Gm15760
100042951	Gm4123
100042953	Gm4125
100042957	Gm4128
100042958	Gm4129
100042959	Gm4130
100042960	Gm4131
100042961	Gm13877
100042963	Gm4132
100042964	Gm4133
100042965	Gm13879
100042966	Vmn1r-ps79
100042967	Gm4134
100042968	Vmn1r101
100042971	Gm10670
100042976	Gm4141
100042982	Gm4146
100042988	Gm4151
100042989	Gm4152
100042990	Gm12089
100042996	Vmn1r114
100042997	Gm4157
100043000	Rpl3-ps1
100043002	Llph-ps2
100043006	Vmn1r-ps73
100043008	Gm4165
100043010	Rpl10-ps6
100043013	Vmn1r126
100043016	Vmn1r131
100043019	Gm4175
100043020	Gm11680
100043022	Gm9774
100043024	Tnxa
100043025	Gm4177
100043026	Vmn1r-ps77
100043027	Gm11575
100043028	Gm4178
100043029	Vmn1r138
100043030	Rps27-ps2
100043031	Gm4181
100043033	Gm16451
100043034	Rex2
100043037	Gm10666
100043039	Gm4184
100043040	1110002L01Rik
100043041	Gm4185
100043042	Zscan4-ps3
100043043	Gm4187
100043045	Gm4189
100043048	Vmn1r-ps70
100043049	Gm11582
100043051	Vmn1r149
100043053	Gm10620
100043057	Tmem207
100043058	Gm10665
100043059	Gm4199
100043060	Gm4200
100043061	Gm4201
100043063	Gm4203
100043064	Gm4204
100043065	6030469F06Rik
100043067	Vmn1r158
100043069	Gm4207
100043070	Gm4208
100043072	A230070E04Rik
100043074	Gm4211
100043075	Gm10179
100043078	Gm13916
100043079	Gm4214
100043080	Gm14859
100043083	Gm4216
100043084	Gm4217
100043086	Gm16456
100043087	Gm4219
100043088	Vmn1r166
100043089	Gm4221
100043090	Gm4222
100043092	Gm4224
100043095	Vmn1r-ps84
100043099	Gm4230
100043101	Vmn1r168
100043102	4632428C04Rik
100043103	Vmn1r169
100043105	Gm4234
100043106	Gm10247
100043108	Cyp2c69
100043112	Gm4238
100043115	Gm4240
100043119	Gm4241
100043120	Gm4242
100043121	Gm10175
100043123	Cd300ld4
100043125	Cd300ld5
100043126	Gm4245
100043127	Gm4246
100043128	Gm4247
100043129	Gm4248
100043132	Gm4251
100043133	9130023H24Rik
100043134	Gm4252
100043140	H2-M10.5-ps1
100043141	Rpl10a-ps1
100043142	Gm4257
100043143	Gm4258
100043144	Gm4259
100043147	Gm4262
100043148	Gm4263
100043150	Gm4265
100043151	Gm13204
100043152	Gm4266
100043155	Gm4269
100043156	Gm4270
100043158	Gm4271
100043160	Gm10012
100043162	Gm4274
100043163	Gm4275
100043164	Gm4276
100043166	Gm12517
100043167	Gm9788
100043168	Gm14292
100043169	Gm4278
100043171	Gm4279
100043172	Gm10080
100043173	BB114814
100043176	Gm15628
100043177	Trav12d-1
100043180	Gm28269
100043182	Gm14563
100043184	Gm11703
100043187	Gm4284
100043188	Gm10696
100043189	Gm4285
100043191	Gm4287
100043192	Rpl31-ps14
100043194	Sult2a2
100043197	Trav12d-2
100043199	Gm4290
100043200	Olfr819
100043201	Gm4291
100043202	Trav3d-3
100043203	Gm10310
100043204	Trav14n-1
100043205	Gm13815
100043207	Amy2a1
100043209	Gm4294
100043213	5330434G04Rik
100043214	Trav14d-2
100043215	Rpl36-ps3
100043216	Gm4297
100043217	Gm10237
100043218	Trav12n-1
100043219	Gm13975
100043224	Gm4301
100043225	Gm16378
100043227	Gm4302
100043228	Gm15235
100043229	Gm10046
100043231	Gm4303
100043232	3110099E03Rik
100043235	Gm4305
100043236	Gm13977
100043239	Gm4307
100043240	Gm15583
100043242	Gm4308
100043244	Gm4310
100043245	Gm4311
100043247	Gm4312
100043251	Gm4316
100043254	Nps
100043255	Gm4319
100043256	Gm9847
100043257	Gm15453
100043259	Gm13793
100043260	Gm4321
100043261	Gm4322
100043263	Gm14880
100043265	Gm4325
100043266	Gm10121
100043269	Rps19-ps1
100043270	Trav12n-2
100043272	Inafm2
100043274	Trav9n-3
100043277	6430590A10Rik
100043278	Gm4332
100043282	Trav3n-3
100043283	Gm4335
100043289	Gm15575
100043292	Gm4340
100043295	Gm15500
100043296	Gm4342
100043299	Gm10054
100043300	Esp16
100043304	Amd-ps3
100043305	Gm4349
100043306	Gm4350
100043308	Trav14n-3
100043309	4732414G09Rik
100043312	Hmgb1-ps5
100043313	Gm4353
100043314	Tigit
100043315	LOC100043315
100043316	Gm4354
100043317	Gm4355
100043318	Gm4356
100043322	Trav12-2
100043323	Scgblbl
100043324	Bnip3l-ps
100043326	Scgb2b3
100043330	Gm4366
100043332	Ankrd66
100043335	Gm4371
100043337	Gm4373
100043338	Gm4374
100043341	Rpl35a-ps3
100043342	Gm13134
100043346	Rpl10-ps3
100043348	Gm10045
100043349	Gm13882
100043354	Gm4383
100043355	Scgb1b10
100043373	Gm4398
100043375	Gm14004
100043376	Scgb1b15
100043377	Gm16476
100043380	Gm4402
100043381	Gm14308
100043383	Scgb1b16
100043385	Gm16494
100043386	Gm4405
100043387	Gm14305
100043388	Scgb1b17
100043391	Rpl10-ps1
100043392	Gm4409
100043393	Gm4410
100043394	Gm13954
100043397	Gm4412
100043398	Scgb2b22-ps
100043401	Scgb1b22-ps
100043402	Gm4415
100043403	Gm14410
100043404	Gm4416
100043407	Gm4419
100043410	Gm12778
100043416	Gm4425
100043423	Rpl35a-ps4
100043424	Gm14005
100043427	Gm13932
100043429	Gm12335
100043431	Gm4430
100043434	Gm4432
100043447	Gm12337
100043450	AA387883
100043456	Gm10681
100043459	Gm10241
100043461	Gm4450
100043462	Nutf2-ps1
100043463	Gm14283
100043464	Gm4451
100043467	Gm4454
100043468	Zfp955b
100043471	Hcfc1r1-ps1
100043472	Gm4459
100043474	Gm4461
100043475	Gm4462
100043476	Gm4463
100043479	Gm4466
100043481	Gm4468
100043483	Rpl36-ps2
100043484	Gm4470
100043485	Gm4471
100043488	Gm4473
100043489	1300002E11Rik
100043490	Gm10355
100043492	Gm14054
100043493	Alms1-ps1
100043494	Gm4476
100043495	Gm10155
100043497	Nat8f7
100043498	Gm4478
100043499	Gm4479
100043500	Gm4480
100043501	Gm4481
100043502	Gm4482
100043506	Gm11191
100043507	Gm15776
100043508	Gm9769
100043509	Gm4486
100043510	Gm4487
100043512	Vmn2r-ps32
100043513	Gm4489
100043515	Gm4491
100043523	Gm4498
100043525	Gm12571
100043527	Gm10443
100043528	Gm4501
100043534	Gm11686
100043536	Vmn1r100
100043538	Gm16520
100043541	B630019A10Rik
100043546	Gm15542
100043547	Gm4510
100043549	Gm4512
100043550	Gm4513
100043560	Gm4518
100043564	Gm4521
100043566	Gm10668
100043569	Vmn1r112
100043570	Gm11196
100043571	Gm4524
100043572	Gm4525
100043574	Gm4526
100043576	Gm4528
100043577	Gm4529
100043580	Gm4532
100043582	AU016765
100043585	Gm4535
100043588	Gm4536
100043589	Gm10586
100043590	Smt3h2-ps2
100043594	Gm4540
100043595	Gm4541
100043596	Vmn1r130
100043597	Srcap
100043600	Gm4544
100043602	Gm4545
100043604	Vmn1r132
100043606	Arl4aos
100043607	Gm4548
100043608	Gm4549
100043609	Gm14207
100043614	Vmn1r137
100043617	Gm4553
100043618	Gm10120
100043622	Gm14383
100043624	Gm4556
100043625	Gm4557
100043626	Gm4558
100043627	Gm4559
100043629	Gm10013
100043630	Gm4561
100043635	Gm13997
100043636	AI662270
100043638	Gm4565
100043641	Gm12502
100043643	Gm15503
100043644	Gm4566
100043645	Gm4567
100043646	Rpl21-ps12
100043652	Gm14497
100043657	Gm4573
100043658	Gm4574
100043659	Gm4575
100043663	Gm4577
100043665	Gm10662
100043667	Vmn1r165
100043670	Gm4581
100043674	Gm9840
100043675	Gm10233
100043676	Gm4583
100043679	Gm4585
100043681	Gm14176
100043682	Gm10584
100043683	Gm4587
100043684	Amy2a4
100043686	Amy2a3
100043688	Amy2a2
100043689	Gm11445
100043692	Gm15531
100043695	Gm15483
100043696	Gm11450
100043697	Gm9959
100043698	Gm14003
100043699	Gm4593
100043702	Gm4596
100043703	Tpt1-ps3
100043705	Gm9761
100043706	Gm4598
100043707	Gm4599
100043709	Gm4600
100043711	Gm4601
100043712	Gm9844
100043714	Gm10774
100043716	Gm4602
100043718	Gm4604
100043719	Gm9770
100043720	Gm4605
100043721	Gm4606
100043722	Gm4607
100043724	Gm4609
100043726	Gm4610
100043728	LOC100043728
100043729	Gm14010
100043730	Gm14008
100043731	Rpl27a-ps3
100043732	Gm4613
100043734	Gm16409
100043735	Gm14028
100043740	Gm4617
100043742	Gm15403
100043752	Rps2-ps6
100043755	Gm10132
100043757	Zfp831
100043759	Gm14335
100043761	Gm14399
100043762	Gm14442
100043763	Gm14438
100043764	Gm4631
100043765	Gm4632
100043766	Gm14057
100043767	Gm4633
100043768	Gm14049
100043770	Gm4635
100043771	Gm10651
100043772	Zfp850
100043777	Gm4640
100043780	Rps3a2
100043782	Gm4644
100043785	Gm14094
100043787	Rpl36a-ps1
100043788	Gm14211
100043792	Gm14066
100043793	Gm4651
100043796	Gm10169
100043797	Gm4654
100043799	Rps13-ps6
100043801	Gm4657
100043803	Orai2-ps
100043804	Gm4660
100043805	Gm10224
100043806	Gm9816
100043809	Frg2f11
100043811	Frg2f12
100043812	Gm4665
100043813	Rps27rt
100043814	Frg2f13
100043817	Gm4668
100043818	Gm4669
100043820	9030622O22Rik
100043823	Gm4673
100043824	Gm4674
100043825	Gm4675
100043826	Mrps36-ps1
100043827	Scgb2b1
100043828	Gm4678
100043831	Gm4681
100043832	Gm14122
100043836	Scgb2b7
100043839	Gm14148
100043840	Gm14150
100043842	Scgb2b11
100043843	Rps15a-ps7
100043853	Gm4691
100043856	Scgb2b18
100043859	Scgb1b21
100043860	Scgb1b24
100043861	Klrb1
100043864	Scgb1b26-ps
100043865	Gm12755
100043866	Gm12760
100043868	Scgb1b30
100043869	Gm14494
100043871	Gm4701
100043872	Rpl17-ps9
100043876	Gm4705
100043879	Gm4707
100043880	Gm14248
100043882	Gm14277
100043883	Gm4708
100043885	Gm4710
100043886	Gm16391
100043887	Gm4711
100043890	Dynlt1-ps1
100043892	Gm14222
100043893	Rpl36a-ps3
100043894	Gm4714
100043896	Gm14246
100043899	R3hdml
100043902	Six3os1
100043903	Gm4718
100043904	Gm4719
100043906	Gm10184
100043908	Gm14237
100043909	Gm4721
100043910	A630075F10Rik
100043911	Ppp4r1l-ps
100043914	Zfp968
100043915	Gm4724
100043918	LOC100043918
100043920	Fam205a4
100043921	LOC100043921
100043931	LOC100043931
100043932	Gm14352
100043933	Gm4725
100043934	Gm4726
100043935	Gm14365
100043938	Gm14720
100043940	Gm14509
100043942	Gm14503
100043943	Gm14864
100043944	Gm16480
100043945	Gm14491
100043946	Gm14635
100043949	Gm14520
100043950	Gm14516
100043951	Gm4730
100043953	Gm14885
100043954	Gm14529
100043955	Gm15028
100043956	Gm14561
100043957	Gm4732
100043989	Vh7183.a34psi.56
100044068	LOC100044068
100044082	LOC100044082
100044193	Gm20939
100044236	Copg2os2
100044319	LOC100044319
100044381	Znf729
100044404	Gm17763
100044509	Tgfbr3l
100044526	Gm17764
100044627	LOC100044627
100044633	LOC100044633
100044666	Rps10-ps4
100044740	LOC100044740
100044748	Gm17766
100044855	Gm16042
100044983	Gm20940
100045026	LOC100045026
100045066	Gm17767
100045125	Gm17768
100045211	Gm16082
100045332	LOC100045332
100045396	Gm9908
100045469	Gm14204
100045653	Gm17769
100045676	Gm15031
100045766	Gm10126
100045778	Rnf223
100045792	Ect2l
100046034	Gm14279
100046078	Gm15266
100046082	Gm12012
100046095	Gm17771
100046119	Mcg1038069
100046282	Gm20563
100046290	Gm13370
100046296	Gm20941
100046305	Gm17772
100046535	LOC100046535
100046572	Gm14712
100046579	Gm10074
100046591	Gm17775
100046638	Gm13338
100046692	Gm20564
100046707	Gm17777
100046796	Gm14567
100046950	Gm17778
100046961	Gm17779
100047000	Gm13005
100047044	LOC100047044
100047050	Gm20566
100047086	Nalp1b
100047092	Gm20567
100047123	Gm15743
100047133	Gm16894
100047282	Gm20568
100047372	LOC100047372
100047482	Pitpnm2os2
100047501	LOC100047501
100047529	Gm17780
100047554	Gm17781
100047646	Gm17782
100047671	Gm17783
100047966	Gm15725
100048007	Gm20942
100048019	Gm16958
100048057	Gm9830
100048142	Gm20570
100048185	Gm29692
100048204	Gm17786
100048312	Gm17788
100048427	Gm13875
100048452	LOC100048452
100048534	Cfap43
100048620	LOC100048620
100048644	Pet117
100048658	Ddx43
100048701	AI847159
100048798	LOC100048798
100048813	LOC100048813
100048823	LOC100048823
100048884	Mup18
100048885	Gm2083
100048894	Gm10680
100048895	9330020H09Rik
100048896	F630040L22Rik
100048897	4731419I09Rik
100048898	Gm10751
100048901	G630022F23Rik
100048911	D930003E18Rik
100048916	4930474H06Rik
100048917	B930036N10Rik
100048926	Gm12945
100048941	Gm3203
100048966	Gofm1
100048967	Gofm2
100048968	Gofm3
100048969	Gofm4
100048970	Wtmq3
100048971	Wtmq4
100048972	Wtmq7
100048973	Wtmq8
100048974	Hbtq
100048975	Wtmq5
100048976	Wtmq1
100048977	Wtmq6
100048978	Wtmq9
100048979	Wtmq2
100048981	Gm14343
100048982	Gm13558
100048983	Gm14453
100048984	Gm13764
100048985	Gm14321
100048997	AW743351
100049077	Gm45914
100049079	Find1
100049080	Fina1
100049081	Bwt1
100049083	Find2
100049155	D930027P08Rik
100049156	BC057193
100049161	Gm13032
100049162	BC001981
100049163	Gm9777
100049164	B130046B21Rik
100049165	Gm9857
100049166	Gm16499
100049167	Gm10550
100049168	Gm10392
100049170	4632427I20Rik
100049172	Gm10428
100049540	Gm4734
100049545	Mir741
100049546	Mir743
100049547	Mir804
100049548	Mir742
100049549	Mir181d
100049552	Gm10199
100049553	Idd6.2
100049554	Idd6.1
100049555	Idd6.3
100049562	Gm10176
100049565	B230207O21Rik
100049566	Gm10545
100049568	Gm10252
100049569	A730015C16Rik
100049570	Gm10627
100049584	Sbmd5
100049589	Fmtq2
100049590	Fmtq5
100049591	Fmtq6
100049592	Fmtq9
100049593	Fmtq11
100049594	Fmtq12
100049595	Fmtq14
100049596	Fmtq15
100049597	Fmtq16
100049598	Fmtq17
100049599	Fmtq18
100049600	Fmtq19
100049601	Fmtq21
100049602	Fmtq3
100049603	Vms1
100049604	Vms2
100049605	Fmtq1
100049606	Fmtq4
100049607	Fmtq8
100049608	Fmtq10
100049609	Fmtq13
100049610	Fmtq20
100049611	Fmtq7
100049612	Vms3
100049710	Mir290a
100049711	Mir292
100049712	Mir294
100049713	Mir295
100049714	Mir293
100049715	Mir291a
100049789	Gm12264
100073351	Yy2
100093627	D430039P05Rik
100093629	Gm10861
100093634	Trnaf-aaa
100093635	Trnaf-gaa
100093636	Trnal-uaa
100093637	Trnal-caa
100093638	Trnal-aag
100093639	Trnal-gag
100093640	Trnal-uag
100093641	Trnal-cag
100093642	Trnai-aau
100093643	Trnai-gau
100093644	Trnai-uau
100093645	Trnam-cau
100093646	Trnav-aac
100093647	Trnav-gac
100093648	Trnav-uac
100093649	Trnav-cac
100093650	Trnas-aga
100093651	Trnas-gga
100093652	Trnas-uga
100093653	Trnas-cga
100093654	Trnap-agg
100093655	Trnap-ggg
100093656	Trnap-ugg
100093657	Trnap-cgg
100093658	Trnat-agu
100093659	Trnat-ggu
100093660	Trnat-ugu
100093661	Trnat-cgu
100093662	Trnaa-agc
100093663	Trnaa-ggc
100093664	Trnaa-ugc
100093665	Trnaa-cgc
100093666	Trnay-aua
100093667	Trnay-gua
100093668	Trnah-aug
100093669	Trnah-gug
100093671	Trnaq-cug
100093672	Trnan-auu
100093673	Trnan-guu
100093674	Trnak-uuu
100093675	Trnak-cuu
100093676	Trnad-auc
100093677	Trnad-guc
100093678	Trnae-uuc
100093679	Trnae-cuc
100093680	Trnac-aca
100093681	Trnac-gca
100093682	Trnaw-cca
100093683	Trnar-acg
100093684	Trnar-ccg
100093685	Trnar-ucg
100093686	Trnar-gcg
100093687	Trnar-ucu
100093688	Trnar-ccu
100093689	Trnas-acu
100093690	Trnas-gcu
100093691	Trnag-acc
100093692	Trnag-gcc
100093693	Trnag-ucc
100093694	Trnag-ccc
100093695	Trnastop-uca
100093696	Trnastop-cua
100093697	Trnastop-uua
100093699	Gm10210
100093700	Gm10400
100093714	Gm12296
100093715	Gm10404
100101046	D230018H15Rik
100101408	Irav1
100101409	Pbwg1.2
100101410	Pbwg1.4
100101411	Pbwg1.5
100101412	Pbwg1.6
100101413	Pbwg1.8
100101414	Mpaps1
100101415	Pbwg1.3
100101416	Tilss3
100101417	Pbwg1.1
100101418	Pbwg1.7
100101419	Pbwg1.9
100101427	Gm9911
100101428	Cia35
100101429	Cia37
100101430	Cia41
100101431	Char9
100101432	Cia34
100101433	Cia42
100101434	Cia38
100101435	Cia36
100101457	A830035O19Rik
100101482	Hrdg1
100101484	Trac
100101486	Trav10d
100101488	Trav5d-2
100101489	Trav5d-3
100101491	Trav15d-2-dv6d-2
100101630	Moen2
100101631	Suprmam1
100101632	9530067D14Rik
100101633	Bwq8
100101634	Moen3
100101635	Moen1
100101806	Srp54c
100101807	1700047I17Rik2
100101919	Dnah7c
100101934	Trav15d-3
100101936	Trav12-4
100101939	Trav20
100101940	Trav21-dv12
100101941	Trav22
100101942	Trdv2-1
